# Date: 19/07/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Author: 955c6923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# First row is the observation number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Each observation has a frequency (Hz) column followed by a spectra (A.U.) column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47700,47700,21339,21339,14269,14269,25604,25604,40457,40457,30308,30308,33315,33315,21212,21212,43295,43295,22260,22260,20585,20585,10509,10509,27079,27079,21251,21251,18045,18045,11982,11982,40969,40969,40873,40873,43995,43995,11239,11239,32462,32462,48672,48672,20507,20507,23933,23933,15162,15162,31386,31386,45769,45769,39352,39352,46882,46882,11268,11268
5.66E+14,100.760634,5.76E+14,133.649432,5.61E+14,127.867834,5.76E+14,114.054052,5.70E+14,135.076685,5.57E+14,105.341272,5.74E+14,127.525473,5.69E+14,151.42978,5.69E+14,135.505579,5.63E+14,114.498157,5.68E+14,121.569644,5.58E+14,108.954749,5.62E+14,128.077847,5.69E+14,128.175739,5.63E+14,134.409264,5.72E+14,137.851222,5.61E+14,126.791171,5.65E+14,129.375506,5.67E+14,125.736818,5.62E+14,95.005381,5.64E+14,128.25547,5.75E+14,150.896609,5.60E+14,110.356007,5.62E+14,128.639358,5.63E+14,145.088194,5.65E+14,102.237901,5.68E+14,127.091513,5.66E+14,134.974789,5.75E+14,132.853037,5.62E+14,140.624817
5.66E+14,97.422784,5.76E+14,129.223432,5.61E+14,141.44058,5.77E+14,103.622879,5.70E+14,134.904602,5.57E+14,101.009138,5.74E+14,144.378329,5.69E+14,132.326163,5.69E+14,139.079301,5.63E+14,123.590561,5.68E+14,116.423897,5.58E+14,113.637392,5.62E+14,139.607449,5.69E+14,132.7682,5.63E+14,149.785024,5.72E+14,146.393847,5.61E+14,138.795822,5.65E+14,131.113666,5.67E+14,124.877865,5.62E+14,98.608242,5.64E+14,115.653198,5.75E+14,137.710466,5.60E+14,120.980469,5.62E+14,117.982245,5.63E+14,145.084617,5.66E+14,98.776933,5.68E+14,122.920027,5.66E+14,141.711658,5.75E+14,132.887326,5.62E+14,142.779502
5.66E+14,99.95107,5.76E+14,128.66725,5.61E+14,141.904977,5.77E+14,110.992368,5.70E+14,138.962947,5.57E+14,104.890463,5.74E+14,135.007868,5.69E+14,136.275547,5.69E+14,130.875796,5.63E+14,112.762528,5.68E+14,117.889212,5.58E+14,105.325745,5.62E+14,141.609454,5.69E+14,133.56841,5.63E+14,139.152034,5.72E+14,146.181199,5.61E+14,134.859535,5.65E+14,144.471641,5.67E+14,125.437569,5.62E+14,118.090878,5.64E+14,117.847846,5.75E+14,141.083497,5.60E+14,121.961727,5.62E+14,120.121502,5.63E+14,140.842339,5.66E+14,109.355021,5.68E+14,127.699685,5.66E+14,128.990762,5.75E+14,130.094274,5.62E+14,142.836645
5.66E+14,108.194404,5.76E+14,122.896037,5.61E+14,136.596577,5.77E+14,111.545306,5.70E+14,136.139734,5.57E+14,100.313588,5.74E+14,137.804397,5.69E+14,139.836187,5.69E+14,134.472731,5.63E+14,111.543309,5.68E+14,115.188352,5.58E+14,106.693904,5.62E+14,127.148298,5.69E+14,141.58047,5.63E+14,128.335214,5.72E+14,140.516851,5.61E+14,134.478509,5.65E+14,138.952097,5.67E+14,139.406506,5.62E+14,101.34749,5.64E+14,113.218428,5.75E+14,135.523509,5.60E+14,127.838805,5.62E+14,115.82309,5.63E+14,134.376789,5.66E+14,117.490115,5.68E+14,125.360454,5.66E+14,132.20308,5.75E+14,137.68971,5.62E+14,153.851657
5.66E+14,113.453764,5.76E+14,126.893755,5.61E+14,142.701482,5.77E+14,116.933222,5.70E+14,141.638444,5.57E+14,107.563987,5.74E+14,129.956499,5.69E+14,136.478261,5.69E+14,127.191866,5.63E+14,119.607349,5.68E+14,114.093635,5.58E+14,120.725357,5.62E+14,135.228828,5.69E+14,139.619391,5.63E+14,132.546346,5.72E+14,144.347282,5.61E+14,145.994631,5.65E+14,138.068883,5.67E+14,125.992687,5.62E+14,102.315917,5.64E+14,133.43879,5.76E+14,138.686765,5.60E+14,114.773299,5.62E+14,115.357192,5.63E+14,145.373069,5.66E+14,124.890974,5.68E+14,112.130362,5.66E+14,136.1343,5.75E+14,139.443542,5.62E+14,128.447839
5.66E+14,109.510907,5.76E+14,126.392127,5.61E+14,138.390655,5.77E+14,113.237792,5.70E+14,136.550275,5.58E+14,101.134116,5.74E+14,129.787886,5.69E+14,142.063335,5.69E+14,123.394542,5.63E+14,106.643411,5.68E+14,104.457113,5.58E+14,117.42179,5.63E+14,132.060834,5.69E+14,134.593855,5.63E+14,136.973152,5.72E+14,143.357612,5.61E+14,133.368536,5.65E+14,134.46638,5.67E+14,137.510568,5.62E+14,102.369629,5.64E+14,123.732063,5.76E+14,139.244661,5.60E+14,123.238461,5.62E+14,110.134336,5.63E+14,143.112152,5.66E+14,107.440316,5.68E+14,117.694628,5.67E+14,135.829316,5.75E+14,131.486543,5.62E+14,135.250161
5.66E+14,103.410136,5.76E+14,116.178873,5.61E+14,145.167216,5.77E+14,112.11001,5.70E+14,126.510245,5.58E+14,115.04257,5.74E+14,131.896096,5.69E+14,131.542101,5.69E+14,131.737111,5.63E+14,112.310707,5.68E+14,113.797209,5.58E+14,120.823088,5.63E+14,138.765139,5.69E+14,136.059498,5.63E+14,120.817658,5.72E+14,144.99817,5.61E+14,137.873159,5.65E+14,133.374132,5.67E+14,145.227072,5.62E+14,98.583406,5.64E+14,116.66914,5.76E+14,144.452815,5.60E+14,121.698044,5.62E+14,108.695546,5.63E+14,144.504699,5.66E+14,110.080123,5.68E+14,122.140683,5.67E+14,138.052471,5.75E+14,133.249849,5.62E+14,131.517748
5.66E+14,104.968049,5.76E+14,129.991723,5.61E+14,140.297784,5.77E+14,102.667769,5.70E+14,132.831536,5.58E+14,112.53287,5.74E+14,123.887698,5.69E+14,146.002487,5.69E+14,134.831061,5.63E+14,115.092368,5.68E+14,110.1156,5.58E+14,118.706484,5.63E+14,135.525522,5.69E+14,136.001365,5.63E+14,124.87916,5.73E+14,153.665035,5.61E+14,126.402481,5.65E+14,136.900791,5.67E+14,126.400586,5.62E+14,103.215663,5.64E+14,128.485103,5.76E+14,146.31989,5.60E+14,115.858637,5.63E+14,110.783831,5.63E+14,136.523959,5.66E+14,117.31613,5.68E+14,129.366217,5.67E+14,132.728759,5.75E+14,143.616998,5.63E+14,143.750249
5.66E+14,97.19683,5.76E+14,139.761336,5.61E+14,142.880125,5.77E+14,106.310178,5.70E+14,136.623945,5.58E+14,108.817234,5.74E+14,126.244627,5.69E+14,138.489713,5.69E+14,130.560398,5.63E+14,110.113175,5.68E+14,108.600324,5.58E+14,119.352707,5.63E+14,129.511086,5.69E+14,144.868177,5.63E+14,141.242689,5.73E+14,147.357301,5.61E+14,139.153889,5.65E+14,129.971157,5.67E+14,132.301397,5.62E+14,92.692933,5.64E+14,123.371301,5.76E+14,135.248111,5.60E+14,126.305348,5.63E+14,108.885557,5.63E+14,149.49742,5.66E+14,106.651887,5.68E+14,129.572918,5.67E+14,136.078744,5.75E+14,146.244713,5.63E+14,142.773256
